,Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,35 Mbps,36 Mbps,40 Mbps,41 Mbps,45 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,59 Mbps,60 Mbps,61 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,80 Mbps,85 Mbps,90 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps,4000 Mbps,10000 Mbps
1462,ENTRE RIOS,Paraná,El Pingo,30084090,,,,,,1.0,,30.0,,,19.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,ENTRE RIOS,Paraná,El Ramblón,30084095,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,ENTRE RIOS,Paraná,Hasenkamp,30084100,,,1.0,,,3.0,,130.0,,,24.0,,,62.0,,6.0,,,,,1.0,,1.0,,,,13.0,,,,688.0,,,,,,,,,,135.0,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,ENTRE RIOS,Paraná,Hernandarias,30084110,,,,,,1.0,,9.0,,,12.0,,,,,3.0,292.0,,,,,,59.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,ENTRE RIOS,Paraná,La Picada,30084120,,,,,,,,,,,,,,,,,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,ENTRE RIOS,Paraná,Las Tunas,30084130,,,,,,,,51.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,ENTRE RIOS,Paraná,María Grande,30084140,,1.0,,,,2.0,,150.0,,,12.0,,,71.0,,4.0,1.0,,,,3.0,,359.0,,,,7.0,,,,1199.0,,,,,,,,,,421.0,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,ENTRE RIOS,Paraná,Oro Verde,30084150,8.0,,,,,2.0,,33.0,,,17.0,,,8.0,,,30.0,,,,,,146.0,,,,,,,,20.0,,,,61.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,ENTRE RIOS,Paraná,Otros,Sin Datos,,,,,,,,5.0,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,ENTRE RIOS,Paraná,Paraná,30084160,18.0,,3.0,,5.0,387.0,,245.0,,,1014.0,,5.0,,,511.0,872.0,,,,5.0,,855.0,,,,,,,,58.0,,,,133.0,,,,,,2.0,,,,,25.0,,,,,,,,,,22600.0,,,,,,,,,,,,,,,,,39577.0,,,,,373.0,,,,,,,,,,,1992.0,,,,,,,99.0,,,27197.0,,,,,,,,1963.0,,,,,,,,,,,367.0,,,
1472,ENTRE RIOS,Paraná,Pueblo Brugo,30084180,,,,,,,,10.0,,,10.0,,,,,2.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,ENTRE RIOS,Paraná,San Benito,30084200,,,,,,1.0,,35.0,,,22.0,,,,,127.0,17.0,,,,,,74.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,572.0,,,,,,,,44.0,,,,,,,,,,,6.0,,,
1474,ENTRE RIOS,Paraná,Sauce Montrull,30084210,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,ENTRE RIOS,Paraná,Seguí,30084230,,,1.0,14.0,,17.0,,110.0,,,44.0,,,95.0,,12.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,419.0,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,ENTRE RIOS,Paraná,Tabossi,30084250,6.0,,,,,,,95.0,,,2.0,,,28.0,,3.0,,,,,,,41.0,,,,,,,,288.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,ENTRE RIOS,Paraná,Viale,30084270,6.0,,,,,4.0,,347.0,,,30.0,,,440.0,,4.0,101.0,,,,,,634.0,,,,3.0,,,,303.0,,,,6.0,,,,,,68.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,ENTRE RIOS,Paraná,Villa Urquiza,30084300,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,ENTRE RIOS,San Salvador,General Campos,30088010,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,ENTRE RIOS,San Salvador,San Salvador,30088020,3.0,,,,,,,2.0,,,4.0,,,,,,29.0,,,,,,227.0,,,,,,,,46.0,,,,449.0,,,,,,,,,,,365.0,,,,,,,,,,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,ENTRE RIOS,Tala,Durazno,30091020,,,,,,,,38.0,,,6.0,,,,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,ENTRE RIOS,Tala,Gobernador Echagüe,30091040,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,ENTRE RIOS,Tala,Gobernador Mansilla,30091050,,,,,,2.0,,19.0,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,ENTRE RIOS,Tala,Gobernador Solá,30091060,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,ENTRE RIOS,Tala,Las Guachas,30091080,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,ENTRE RIOS,Tala,Maciá,30091090,206.0,,,,,,,,,,,,,,,,,,,,3.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,ENTRE RIOS,Tala,Rosario del Tala,30091100,5.0,,,,,16.0,,,,,19.0,,,,,,139.0,,,,,,963.0,,,,,,,,85.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,ENTRE RIOS,Uruguay,1º de Mayo,30098090,,,,,,,,,,,,,,20.0,,,19.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,ENTRE RIOS,Uruguay,Basavilbaso,30098010,877.0,,,,,4.0,,,,,26.0,,,6.0,,,81.0,,,,,,397.0,,,,,,,,23.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,ENTRE RIOS,Uruguay,Caseros,30098020,27.0,,,,,1.0,,,,,1.0,,,35.0,,,637.0,,,,,,127.0,,,,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,ENTRE RIOS,Uruguay,Colonia Elía,30098030,23.0,,,,,,,,,,,,,134.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,882.0,,,,,73.0,,4.0,,,349.0,,,,,1.0,1279.0,,312.0,,,,8840.0,,,,,,,,320.0,,,,671.0,,,,,,2.0,,,,,61.0,,,,,,,,,,675.0,,,,,,,,,,,,,,,,,5765.0,,,,,,,,,,,,,,,,,,,,,,,,,,6112.0,,,,,,,,320.0,,,,,,,,,,,48.0,,,
1493,ENTRE RIOS,Uruguay,Estancia San Pedro,30098030,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,ENTRE RIOS,Uruguay,Herrera,30098060,,,,,,1.0,,,,,3.0,,,120.0,,,4.0,,,,,,78.0,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,ENTRE RIOS,Uruguay,Las Moscas,30098070,2.0,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,ENTRE RIOS,Uruguay,Líbaros,30098080,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,ENTRE RIOS,Uruguay,Pronunciamiento,30098100,,,,,,,,,,,,,,140.0,,,13.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,ENTRE RIOS,Uruguay,Rocamora,30098110,33.0,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,ENTRE RIOS,Uruguay,Santa Anita,30098120,26.0,,,,,,,,,,,,,,,,240.0,,36.0,,,,61.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,ENTRE RIOS,Uruguay,Villa Mantero,30098130,29.0,,1.0,,,,,,,,,,,,,,4.0,,9.0,,,,23.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,ENTRE RIOS,Uruguay,Villa San Justo,30098140,27.0,,,,,,,,,,,,,44.0,,,393.0,,,,,,84.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150,32.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,ENTRE RIOS,Victoria,Molino Doll,30105040,,,,,,,,7.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,ENTRE RIOS,Victoria,Rincón de Nogoyá,30105040,,,,,,14.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,ENTRE RIOS,Victoria,Victoria,30105060,12.0,,,,,129.0,,48.0,,,118.0,,,,,22.0,616.0,,,,,,1350.0,,,,,,,,66.0,,,,487.0,,,,,,,,,,,24.0,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,5864.0,,,,,,,,,,,,,,,,,,,,,,,,,,4861.0,,,,,,,,783.0,,,,,,,,,,,142.0,,,
1506,ENTRE RIOS,Villaguay,Estación Raíces,30113010,,,,,,,,,,,1.0,,,,,,6.0,,,,,,12.0,,,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,ENTRE RIOS,Villaguay,Jubileo,30113030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,ENTRE RIOS,Villaguay,Paso de la Laguna,30113050,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,ENTRE RIOS,Villaguay,Villa Clara,30113060,,,1.0,,,1.0,,42.0,,,2.0,,,,,1.0,28.0,,,,,,44.0,,,,,,,,6.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,ENTRE RIOS,Villaguay,Villa Domínguez,30113070,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,ENTRE RIOS,Villaguay,Villaguay,30113080,5.0,,,,108.0,14.0,,,,,34.0,,384.0,,,,901.0,,,,56.0,,1150.0,,,,,,,,60.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,2866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,FORMOSA,Bermejo,Fortín Soledad,34007003,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,FORMOSA,Bermejo,Guadalcazar,34007005,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,FORMOSA,Bermejo,La Rinconada,34007007,,,,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,FORMOSA,Bermejo,Laguna Yema,34007010,,,2.0,,,,,,,,26.0,,,17.0,,,2.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,FORMOSA,Bermejo,Lamadrid,34007015,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,FORMOSA,Bermejo,Los Chiriguanos,34007020,,,,,,,,,,,16.0,,,5.0,,,4.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,FORMOSA,Bermejo,Pozo de Maza,34007030,,,1.0,3.0,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,FORMOSA,Bermejo,Pozo del Mortero,34007040,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,FORMOSA,Bermejo,Vaca Perdida,34007050,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,FORMOSA,Formosa,Colonia Pastoril,34014010,,,,,,,,,,,60.0,,,2.0,,6.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,FORMOSA,Formosa,Formosa,34014020,180.0,,5.0,,,100.0,,4.0,,,4546.0,,,1886.0,,1177.0,1252.0,,2.0,,1.0,,7685.0,,,,,,,,325.0,,,,2026.0,,,,,,1.0,,,,,110.0,,,,,13.0,,,,,1286.0,,,,,,,,,,,,,,,,,11481.0,,,,,,,,,,,,,,,,,,,,,,,,,,11104.0,,,,,,,,581.0,,,,,,,,,,,109.0,,,
1524,FORMOSA,Formosa,Gran Guardia,34014030,0.0,,,,,,,,,,35.0,,,13.0,,,5.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,FORMOSA,Formosa,Mariano Boedo,34014040,,,,,,,,,,,14.0,,,5.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,FORMOSA,Formosa,Mojón de Fierro,34014050,0.0,,1.0,,,,,,,,22.0,,,2.0,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,FORMOSA,Formosa,San Hilario,34014060,,,1.0,,,,,,,,10.0,,,,,9.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,FORMOSA,Formosa,Villa del Carmen,34014070,,,2.0,,,,,,,,123.0,,,,,82.0,,,,,,,12.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,FORMOSA,Laishi,Banco Payaguá,34021010,,,,,,,,,,,21.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,,,2.0,,,,,,,,127.0,,,22.0,,,1.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,FORMOSA,Laishi,Herradura,34021030,,,,,,,,,,,52.0,,,23.0,,7.0,7.0,,,,,,27.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,FORMOSA,Laishi,Otros,Sin Datos,,,,,,,,,,,121.0,,,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,FORMOSA,Laishi,San Francisco de Laishi,34021040,0.0,,3.0,,,,,,,,115.0,,,50.0,,,9.0,,,,,,35.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,FORMOSA,Laishi,Tatané,34021050,,,,,,,,,,,15.0,,,6.0,,5.0,2.0,,,,,,15.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,FORMOSA,Laishi,Villa Escolar,34021060,,,,,,,,,,,70.0,,,9.0,,,1.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,2.0,,1.0,,,,,,,,104.0,,,88.0,,,37.0,,,,,,193.0,,,,,,,,18.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,FORMOSA,OTROS,Otros,Sin Datos,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,FORMOSA,Patiño,Bartolomé de las Casas,34035010,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,FORMOSA,Patiño,Comandante Fontana,34035030,,,,,,,,3.0,,,142.0,,,375.0,,,144.0,,,,44.0,,39.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
